station_name,station_city,station_geopos,station_capacity,station_id
,Seattle,47.76457074463111::-122.3058379462968,59,2356
Primera Iglesia Bautista El Rio,Los Angeles,34.16639266253939::-118.4873567667309,24,3228
Green Acres Road South,New York,40.70883375815612::-73.81367932233465,6,2690
Cherry Industrial Circle,Los Angeles,34.14308260937938::-118.562839499244,11,3309
2334 West Argyle Street,Chicago,41.96500676752762::-87.69287804172338,38,937
University Boulevard,Dallas,32.84780170091472::-97.01676230348387,7,2160
East Ledbetter Drive,Dallas,33.03355055874866::-96.78566621699795,7,847
Felton Street,San Francisco,37.65442284105982::-122.4028619273757,7,1608
North 69th Avenue,Miami,26.30309245328212::-80.21728129691172,25,518
Camino del Sol,Los Angeles,34.21295159214174::-118.4283929203183,42,2697
3656 North Albany Avenue,Chicago,41.80931302174651::-87.59073554549784,7,417
County Road 21,Denver,39.76466159757354::-105.0382957167014,21,190
West St & Liberty St,New York,,7,11
Devils Canyon Motorway,Los Angeles,33.85975759125797::-118.1354738835475,7,2470
Horn Avenue,San Francisco,37.73231175830153::-122.4526588331606,14,490
26th Avenue South,Seattle,47.36915786358863::-122.2074432768822,7,2651
Fortuna Avenue,San Francisco,37.7458611470856::-122.3923104118855,7,3266
Roundtree Way,Dallas,33.00506976007613::-96.74589653476033,6,1534
East Central Road,Chicago,42.11050979494315::-88.07577329187437,52,807
Union Turnpike,New York,40.69312626020127::-73.8829344827341,26,2081
Middle Drive West,San Francisco,37.76421625844047::-122.445457454169,19,779
Picot Court,Miami,25.56048067346418::-80.412273814926,7,736
San Gabriel River Freeway,Los Angeles,34.21140948070035::-118.4869335750716,30,2707
Twig Road,Seattle,47.47375333526742::-122.279501303261,46,3421
3608 North Southport Avenue,Chicago,42.11050979494315::-88.07577329187437,34,1429
Oak Street,San Francisco,37.64986042439354::-122.4695052493426,31,3144
4635-4637 North Paulina Street,Chicago,41.94240190818769::-87.67857052553315,12,3441
Moultrie Street,New York,40.78191550238402::-73.87726406733623,7,1373
Northwest 15th Avenue,Miami,25.88303933657773::-80.41432117087547,7,2041
5801 North Western Avenue,Chicago,41.90563722021824::-87.7398133948756,12,907
South 223rd Place,Seattle,47.42662816423147::-122.1808570382455,7,2793
Northwest 42nd Avenue,Miami,25.78288479721829::-80.25597252928891,0,750
Southwest 42nd Street,Miami,26.11152655558049::-80.20318268867997,7,796
Baseball Diamond,Miami,26.28705786847112::-80.19422705410244,28,686
Storey Lane,Dallas,32.966647340015::-96.93478982269751,7,304
Santa Monica Freeway,Los Angeles,34.274682620935::-118.5320777147791,7,149
Spring Meadow Drive,Miami,26.71856491677578::-80.19801883043232,7,1682
12th Avenue South,Seattle,47.62148456411054::-122.1197611636764,28,2050
Brophy Avenue,Chicago,42.034621053552::-87.89984354331536,7,2411
Goodwin Avenue,Dallas,32.83442948376795::-97.38457376866957,17,2804
Sojourn Drive,Dallas,32.82620641335664::-96.83415160515615,7,1696
Beacon Avenue South,Seattle,47.65004778323249::-122.1989984496236,39,2182
North Monticello Avenue,Chicago,42.02996503305938::-87.86008669070738,7,2028
33-33 107th Street,New York,40.77807381713961::-73.84578107601237,7,1970
Equestrian Way,Miami,26.07337786934965::-80.13737208962485,23,2336
Fish Hatchery Road,Dallas,32.87433832452647::-97.28128883231382,7,533
12th Avenue South,Seattle,47.74003876453034::-122.1985129886264,6,895
Midpark Road,Dallas,32.97951316830651::-97.34333599384188,7,1956
South Dalton Avenue,Los Angeles,33.83863912952831::-118.2065486212241,20,2372
Winchester Park Boulevard,Miami,26.05099949013534::-80.27234016131645,7,316
Northwest 31st Avenue,Seattle,47.6444464739378::-122.308497021125,7,3297
Gamestop,New York,40.64415513574674::-73.90608116266537,7,3118
14th Court Northwest,Miami,26.87218441385271::-80.10790628925405,7,401
117-36 200th Street,New York,40.62775428240849::-73.9327292486382,35,713
West Pensacola Avenue,Chicago,41.93709824211727::-87.67509593750164,16,1862
Alaskan Freeway,Seattle,47.58047068920232::-122.1209203034098,9,449
Brandywine Road,Miami,26.38596938185472::-80.07521013643036,7,925
North Lotus Avenue,Chicago,42.06818554701622::-87.94209381708022,7,3697
73rd Street,New York,40.70548141460584::-73.88166222127134,7,2268
Scott Street,San Francisco,37.7075341831438::-122.4005869778471,26,732
West Walnut Hill Lane,Dallas,32.87846118746755::-96.76350485948765,9,192
132-20 81st Street,New York,40.75308723057609::-73.82394009252377,17,977
Homeplace Drive,Dallas,32.98328975523965::-96.70824355728182,27,3090
West Wheatland Road,Dallas,32.7804168227366::-96.88201141512063,2,1691
Westdale Avenue,San Francisco,37.6484430403262::-122.3900467697565,25,3637
Mountain Creek Parkway,Dallas,32.79188124290842::-97.30007177541923,33,2397
Great Highway,San Francisco,37.76978325955031::-122.5040283104755,7,2174
Pier 32,San Francisco,37.78153823511956::-122.4102581963307,13,2016
La Avenida Drive,Dallas,32.84476227895247::-97.04310290113395,4,1743
D Road,Miami,25.88477647078011::-80.3185300511865,49,227
Kentwood Lane,Dallas,33.06561891559763::-96.87104864153997,5,1664
North Monterey Street,Los Angeles,34.17758465414187::-118.6852201473812,0,2143
Northwest 12th Avenue,Miami,25.77394393471843::-80.2277476840669,7,2492
Northeast 116th Street,Seattle,47.76670402302634::-122.3186930237549,10,2666
Northwest 14th Avenue,Miami,26.51085211108446::-80.14099327775078,32,1888
219th Street,New York,40.72901622284387::-73.91971423529286,19,2341
North Conduit Avenue,New York,40.74484719360895::-73.81353936746899,7,2205
Northwest 41st Court,Seattle,47.51061698381415::-122.3341332502519,27,2724
22nd Street,San Francisco,37.7075341831438::-122.4005869778471,29,1348
Crain Street,Chicago,42.00273736146623::-87.71347258066908,39,237
1520-1530 West Pershing Road,Chicago,42.027607421925::-87.72746727079956,0,3164
Lake Ballinger Way,Seattle,47.52101895489825::-122.3532311109094,57,1232
South Arlene Avenue,Chicago,41.94829961691948::-87.67828340584502,38,1300
80th Avenue South,Seattle,26.30552489547942::-80.12318955805674,7,1810
Northwest 37th Avenue,Miami,25.90713680553096::-80.39992138250396,37,1087
Reed Street,San Francisco,37.79518151429912::-122.4493086352222,7,1228
North Normandy Way,Miami,26.22926583096444::-80.15792183015171,7,2562
Haverhill Road,Miami,26.31244390574252::-80.11490621928664,34,3365
Colon Avenue,San Francisco,37.76522329159835::-122.4883034176871,12,1978
Julianna Lane,Los Angeles,34.08618291340225::-118.3762339647746,22,3475
30th Avenue,San Francisco,37.70930010067253::-122.4416504358952,25,1351
,Denver,39.7550775491471::-105.1502714767532,24,181
881 East 38th Street,New York,40.91351917742884::-73.81664976214282,42,603
Whitmore Street,Los Angeles,34.03862609118776::-118.2993591534278,7,3613
Charleston Circle,Miami,26.79004069930467::-80.05844297914875,7,3132
Alemany Boulevard,San Francisco,37.78511165602109::-122.4382076934186,20,1663
Trentino Way,Seattle,26.11396608454027::-80.13878027079653,15,2502
Samuell Boulevard,Dallas,32.96330293581349::-96.74650099850963,19,678
5959 140th Avenue North,Miami,26.243905660841::-80.11313353653412,27,55
195th Street,Los Angeles,34.26213842330981::-118.5394057314636,13,1309
Thomas S. Boyland Street,New York,40.58500276741292::-73.93680950743838,7,2894
South Pine Drive,Los Angeles,34.2709360469191::-118.7797987663658,24,472
Homestead Extension of Florida's Turnpike,Miami,26.78095758137474::-80.09320672208695,7,2378
38th Avenue,San Francisco,37.7126811142312::-122.4585820843668,7,2529
North Stemmons Freeway,Dallas,32.77760758099254::-96.84957393364378,7,2509
West Arthur Avenue,Chicago,41.9336156930267::-87.6878638529848,7,3436
West Jefferson Boulevard,Dallas,32.84098353618266::-96.86440339570341,39,1572
South Sierra Vista Street,Los Angeles,34.03862609118776::-118.2993591534278,17,3710
North Hamlin Avenue,Chicago,41.82497472534178::-87.6952119937867,7,3536
North Lotus Avenue,Chicago,41.97692828881259::-87.7100436482158,14,3424
Via Del Rey,Los Angeles,34.18204226626657::-118.4551591161752,7,3234
Great Highway,San Francisco,37.7761696187228::-122.4950597689009,18,3396
Dunmore Place,Dallas,33.14282731367826::-96.76937814825395,36,3304
Desert Sage,Dallas,32.8600596311919::-96.8721206209253,18,3282
Stoneleigh Avenue,Dallas,32.97485371669606::-96.69448194405177,19,3230
Alpha Road,Dallas,32.83591938646811::-96.74844548189348,23,2904
Diamondhead Drive,Dallas,32.77357909148705::-96.87730218677476,7,3342
3318-3322 North Lincoln Avenue,Chicago,42.02996503305938::-87.86008669070738,7,1246
West Delaware Place,Chicago,41.96377301289605::-87.70530831157113,7,1649
South Ashland Avenue,Chicago,42.00625086196442::-87.72825426590933,35,878
West Seattle Bridge Trail,Seattle,47.75158402642199::-122.1594846006981,7,2835
Northwest 6th Court,Miami,26.04829445142305::-80.20020257548585,31,2973
Crown Hill Memorial Park,Dallas,32.98148507482811::-96.63227210803129,7,3277
,Seattle,47.49384543803381::-122.3061243878974,7,1783
North 185th Street,Seattle,47.80722778536575::-122.3355689304245,13,1718
Municipal Pier,San Francisco,37.79147274832057::-122.4161874515613,7,1604
James Lick Freeway,San Francisco,37.74164806488916::-122.4711019079278,7,3511
435 Bellevue Avenue East,Seattle,47.8126283430711::-122.267869598151,7,1039
Northwest Flagler Terrace,Miami,25.99762602824527::-80.21957161597581,9,1043
1864 North Sheffield Avenue,Chicago,41.97281442149715::-87.6990362361062,7,95
Carambola Circle South,Miami,25.91085658883244::-80.27069575413095,41,1818
Metropolitan Avenue,New York,40.76872345721323::-73.90667650449495,21,1827
35th Avenue,San Francisco,37.79521639283731::-122.4448031578645,42,662
North La Cienega Boulevard,Los Angeles,33.91841915969018::-118.2897747849114,45,747
Presilla Road,Los Angeles,34.28391080273005::-119.0026001490594,7,2393
Green Street,San Francisco,37.79603602209828::-122.4039497844803,34,1702
Center Road,Los Angeles,34.16520261612034::-118.4160835617981,7,2171
Forest Park Branch,Chicago,42.00253782842015::-87.67307018458736,28,470
East Rand Road,Chicago,42.04406068546298::-87.82672473139476,21,3670
Northeast 46th Street,Seattle,47.60807837549041::-122.0956498644345,7,2947
Malba Drive,New York,40.71553732562617::-73.70829897860304,25,1292
Southwest 29th Lane,Miami,26.64949371208889::-80.09869524714802,10,3265
Milwaukee Avenue,Chicago,42.00954393169067::-87.6750637447028,7,3137
Milwaukee Avenue,Chicago,41.88501231611776::-87.66224728329902,7,1551
Thomas Avenue,San Francisco,37.78077139171786::-122.4431575749547,12,3658
Flagler Parkway,Miami,26.89969539337968::-80.06342721356913,7,109
240-49 42nd Avenue,New York,40.72642885987349::-73.76013192728917,7,3713
East 24th Street,Miami,26.70952673225502::-80.10672833394148,7,2803
Northeast 17th Avenue,Miami,26.94454444031332::-80.08741229199194,7,1518
West 43rd Place,Los Angeles,34.17596095178421::-119.1489529783085,14,2885
Opa Locka Boulevard,Miami,26.53432708787027::-80.11545114578557,29,2264
Barcroft Drive,Chicago,42.00855652329724::-87.89328781426963,7,3247
Richland Avenue,Dallas,33.14282731367826::-96.76937814825395,19,1354
84-04 54th Avenue,New York,40.67701133276731::-73.88338004683112,9,596
Hearst Avenue,San Francisco,37.80053240767474::-122.4048075691476,32,1953
Morrison Street,Los Angeles,34.17108484207943::-118.7077111200275,7,3376
East Center Road,Los Angeles,34.31016348487804::-118.5791797829885,28,3185
Rodman Walk,New York,40.89869162398378::-73.77319840254899,24,3042
Great Highway,San Francisco,37.74322114158015::-122.4174499877458,3,2763
141-55 11th Avenue,New York,40.7651865542271::-73.83202316014561,34,2426
Macarthur Avenue,San Francisco,37.68614563168396::-122.4753271134046,4,2214
Calle de Debesa,Los Angeles,34.14339061350873::-118.8838897732123,7,3162
Guttenberg Street,San Francisco,37.78582288379746::-122.5024280706092,22,2409
Green Acres Road South,New York,40.65555977344421::-73.77045653713553,11,1189
Del Valle Street,Los Angeles,34.20226254883116::-119.0308798081865,24,1057
White Rock Trail,Dallas,32.9594531745221::-96.71535025891984,31,3124
Southwest 84th Place,Miami,26.48006981185618::-80.15871556515462,6,2665
Cook Street,San Francisco,37.74245127908695::-122.4985477823375,35,2056
Mc Adams Avenue,Dallas,32.86958517063594::-96.63850065938755,27,1110
San Andros,Miami,25.97766383505946::-80.16315088624118,7,2380
Saint Francis Boulevard,San Francisco,37.65322869306979::-122.3973537052673,7,534
Mapleton Avenue,Chicago,41.96500676752762::-87.69287804172338,3,1144
Little Bay Park Greenway,New York,40.88370475982151::-73.87920557356327,36,961
East Los Angeles Avenue,Los Angeles,34.29358072473754::-118.9274411059055,32,2786
Southwest 136th Street,Seattle,47.63941691870265::-122.3806412423274,25,3570
Northeast 202nd Place,Seattle,47.6833689669367::-122.3409499168632,7,1625
38-01 12th Street,New York,40.76468586272423::-73.91523302395466,39,189
Record Crossing Road,Dallas,32.80092127189455::-96.85434813928288,18,2494
5105 North Wolcott Avenue,Chicago,41.87948546001443::-87.71565424377908,13,1979
Seaview Avenue,New York,40.70124343959578::-73.69385131416065,54,3540
Palo Alto Avenue,San Francisco,37.80063413120644::-122.4037466959424,18,1762
North Wayne Avenue,Chicago,41.94745604897363::-87.64658502039137,13,156
6059 North Campbell Avenue,Chicago,41.95364312664137::-87.6768572797796,45,2430
Queens Boulevard,New York,40.66336155586082::-73.77958171214969,28,2826
Southwest 93rd Street,Miami,26.03586761650513::-80.31786239869533,7,2358
8th Street Northeast,Seattle,47.63673314207602::-122.2816002855716,7,2748
2223 North Kenneth Avenue,Chicago,41.98759096900123::-87.67963964942543,0,2145
100 Elgar Place,New York,40.74706153770511::-73.93498386244441,17,435
Ahmanson Ranch House Trail,Los Angeles,34.23790615144039::-118.810482597869,26,3381
4123 24th Street,San Francisco,37.66158778147985::-122.4342149489718,24,1598
North Branch Trail Extention,Chicago,41.83332348602126::-87.63775640070352,4,234
Green Acres Road South,New York,40.71704299751893::-73.73967192844437,16,1036
Tower 18,Chicago,42.12727491053055::-88.15875225007107,7,504
West Hampton Place,Chicago,41.87279695355377::-87.64699832706761,7,1805
2540 West Wilson Avenue,Chicago,41.8831444167732::-87.65091822742616,7,2077
Crisp Road,San Francisco,37.71438094485318::-122.4997742498346,42,2995
923 Northwest 54th Street,Seattle,26.243905660841::-80.11313353653412,27,872
2229 Northwest 63rd Street,Seattle,47.54196648155636::-122.3692526110563,7,516
216 North Washtenaw Avenue,Chicago,42.00273736146623::-87.71347258066908,7,2795
White Crane Springs Community Garden,San Francisco,37.74640657575566::-122.4086930158434,9,509
Green Street,San Francisco,37.79833225523853::-122.4547180217611,2,691
Church of God,Los Angeles,34.21728159833312::-118.4748552884062,48,3681
2435 West Belmont Avenue,Chicago,41.97961332422674::-87.75310635998373,5,989
Cross Island Parkway Service Road,New York,40.72352734539896::-73.74499125346658,30,711
3365 North Central Park Avenue,Chicago,42.00680185755439::-87.72939592525771,29,1307
Country Club Boulevard,Seattle,25.58591441895269::-80.41834611709312,8,682
Vandella Street,Dallas,32.72079527553397::-96.83430097592793,7,2815
San Francisco Federal Building,San Francisco,37.73096075503158::-122.4413586304146,26,1819
Northwest 18th Street,Miami,26.53866521466364::-80.09826406038849,0,714
North Westmoreland Road,Dallas,32.77935732781286::-96.79980693844864,7,302
Hermon A MacNeil Park,New York,40.69543128849615::-73.78487605140521,22,2923
Bronx Park Road,New York,40.66528098802029::-73.76155068527477,25,3558
Charing Cross Road,Los Angeles,34.17597186865893::-118.439997590509,24,1797
East 8th Place,Denver,39.6823420650318::-104.8205367272994,7,139
West Camp Wisdom Road,Dallas,32.73515737019181::-96.85670139392839,13,3199
236th Street Southwest,Seattle,26.03664711568634::-80.29662956364025,7,718
Continental Boulevard,Los Angeles,34.18967946209589::-118.503960505051,7,1935
Sheridan Expressway,New York,40.90536883729873::-73.82001445572865,34,3239
South Hughes Lane,San Francisco,37.67959392709231::-122.4454902549373,39,3543
Mary Cliff Road,Dallas,32.9594300830591::-96.81883075854678,2,2882
Golden Open Space Trail,Denver,39.83901184227726::-105.1086753969907,20,22
Country Club Drive West,Dallas,32.97346508966375::-96.81383210318667,7,3732
Arrow Road,Dallas,32.79867603976015::-96.7094667423986,46,1515
Skyline Boulevard,San Francisco,37.73372147998448::-122.4010916283794,18,1079
3rd Lane,San Francisco,37.77455360756099::-122.4692795244253,50,424
Arlington Avenue,Los Angeles,34.0827209625613::-118.9985900551088,15,476
1257 East 18th Street,New York,40.71553732562617::-73.70829897860304,30,1494
Holly Hill Terrace,Los Angeles,34.1902148084853::-118.8250224104108,38,298
Richland Avenue,San Francisco,37.68813968383182::-122.4758103426606,39,772
Grand Central Parkway,New York,40.79166716133249::-73.83454262301261,28,542
Half Moon Lane,San Francisco,37.79820459640913::-122.4705550117005,7,2840
1230 East 34th Street,New York,40.68924415822751::-73.69953972601627,7,2119
